#             R [au]           V(R) [eV]         s10(R) [eV]         s21(R) [eV]         s45(R) [eV]         s97(R) [eV]        s206(R) [eV]        s440(R) [eV]        s938(R) [eV]       s2000(R) [eV]
    7.452145214521E0  -7.752717892580E-2  -1.217798220217E-1  -7.750643322383E-2  -7.752654495334E-2  -7.752713694597E-2  -7.752717738797E-2  -7.752717878695E-2  -7.752717891968E-2  -7.752717892548E-2
    7.453245324532E0  -7.742895442495E-2  -1.217308410140E-1  -7.740836870329E-2  -7.742834041038E-2  -7.742891094998E-2  -7.742895271045E-2  -7.742895428801E-2  -7.742895442020E-2  -7.742895442475E-2
    7.454345434543E0  -7.733085425317E-2  -1.216814822159E-1  -7.731042961692E-2  -7.733026016753E-2  -7.733080933366E-2  -7.733085236817E-2  -7.733085412231E-2  -7.733085425026E-2  -7.733085425315E-2
    7.455445544554E0  -7.723287825339E-2  -1.216317464076E-1  -7.721261578698E-2  -7.723230405348E-2  -7.723283194363E-2  -7.723287620623E-2  -7.723287813251E-2  -7.723287825229E-2  -7.723287825332E-2
    7.456545654565E0  -7.713502626873E-2  -1.215816343691E-1  -7.711492703574E-2  -7.713447189691E-2  -7.713497862652E-2  -7.713502406974E-2  -7.713502616123E-2  -7.713502626869E-2  -7.713502626848E-2
    7.457645764576E0  -7.703729814252E-2  -1.215311468806E-1  -7.701736318546E-2  -7.703676352652E-2  -7.703724922894E-2  -7.703729580379E-2  -7.703729805112E-2  -7.703729814204E-2  -7.703729814221E-2
    7.458745874587E0  -7.693969371829E-2  -1.214802847222E-1  -7.691992405842E-2  -7.693917877100E-2  -7.693964359752E-2  -7.693969125351E-2  -7.693969364481E-2  -7.693969371624E-2  -7.693969371809E-2
    7.459845984598E0  -7.684221283974E-2  -1.214290486740E-1  -7.682260947687E-2  -7.684171745903E-2  -7.684216157888E-2  -7.684221026399E-2  -7.684221278496E-2  -7.684221283581E-2  -7.684221283972E-2
    7.460946094609E0  -7.674485535080E-2  -1.213774395162E-1  -7.672541926308E-2  -7.674437941930E-2  -7.674480301965E-2  -7.674485268034E-2  -7.674485531420E-2  -7.674485534526E-2  -7.674485535073E-2
    7.462046204620E0  -7.664762109557E-2  -1.213254580288E-1  -7.662835323933E-2  -7.664716448051E-2  -7.664756776644E-2  -7.664761834767E-2  -7.664762107517E-2  -7.664762108910E-2  -7.664762109532E-2
    7.463146314631E0  -7.655050991836E-2  -1.212731049920E-1  -7.653141122788E-2  -7.655007247135E-2  -7.655045566587E-2  -7.655050711109E-2  -7.655050991051E-2  -7.655050991184E-2  -7.655050991805E-2
    7.464246424642E0  -7.645352166368E-2  -1.212203811860E-1  -7.643459305099E-2  -7.645310322049E-2  -7.645346656458E-2  -7.645351881569E-2  -7.645352166287E-2  -7.645352165801E-2  -7.645352166348E-2
    7.465346534653E0  -7.635665617623E-2  -1.211672873908E-1  -7.633789853093E-2  -7.635625655664E-2  -7.635660030917E-2  -7.635665330659E-2  -7.635665617503E-2  -7.635665617210E-2  -7.635665617621E-2
    7.466446644664E0  -7.625991330089E-2  -1.211138243865E-1  -7.624132748996E-2  -7.625953230848E-2  -7.625985674628E-2  -7.625991042889E-2  -7.625991329218E-2  -7.625991329864E-2  -7.625991330083E-2
    7.467546754675E0  -7.616329288276E-2  -1.210599929533E-1  -7.614487975036E-2  -7.616293030470E-2  -7.616323572253E-2  -7.616329002771E-2  -7.616329286136E-2  -7.616329288214E-2  -7.616329288251E-2
    7.468646864686E0  -7.606679476713E-2  -1.210057938714E-1  -7.604855513439E-2  -7.606645037400E-2  -7.606673708453E-2  -7.606679194813E-2  -7.606679472966E-2  -7.606679476712E-2  -7.606679476681E-2
    7.469746974697E0  -7.597041879946E-2  -1.209512279207E-1  -7.595235346432E-2  -7.597009234505E-2  -7.597036067891E-2  -7.597041603528E-2  -7.597041874417E-2  -7.597041879856E-2  -7.597041879927E-2
    7.470847084708E0  -7.587416482545E-2  -1.208962958815E-1  -7.585627456241E-2  -7.587385604655E-2  -7.587410635229E-2  -7.587416213426E-2  -7.587416475198E-2  -7.587416482282E-2  -7.587416482543E-2
    7.471947194719E0  -7.577803269095E-2  -1.208409985339E-1  -7.576031825093E-2  -7.577774130719E-2  -7.577797395130E-2  -7.577803009017E-2  -7.577803260018E-2  -7.577803268649E-2  -7.577803269088E-2
    7.473047304730E0  -7.568202224202E-2  -1.207853366580E-1  -7.566448435214E-2  -7.568174795566E-2  -7.568196332255E-2  -7.568201974812E-2  -7.568202213586E-2  -7.568202223617E-2  -7.568202224178E-2
    7.474147414741E0  -7.558613332493E-2  -1.207293110339E-1  -7.556877268832E-2  -7.558587582065E-2  -7.558607431267E-2  -7.558613095322E-2  -7.558613320612E-2  -7.558613331843E-2  -7.558613332462E-2
    7.475247524752E0  -7.549036578612E-2  -1.206729224417E-1  -7.547318308173E-2  -7.549012473085E-2  -7.549030676829E-2  -7.549036355057E-2  -7.549036565803E-2  -7.549036577987E-2  -7.549036578592E-2
    7.476347634763E0  -7.539471947224E-2  -1.206161716616E-1  -7.537771535463E-2  -7.539449451494E-2  -7.539466053601E-2  -7.539471738528E-2  -7.539471933870E-2  -7.539471946708E-2  -7.539471947222E-2
    7.477447744774E0  -7.529919423011E-2  -1.205590594736E-1  -7.528236932930E-2  -7.529898500163E-2  -7.529913546247E-2  -7.529919230246E-2  -7.529919409521E-2  -7.529919422664E-2  -7.529919423005E-2
    7.478547854785E0  -7.520378990678E-2  -1.205015866580E-1  -7.518714482799E-2  -7.520359601958E-2  -7.520373139428E-2  -7.520378814720E-2  -7.520378977465E-2  -7.520378990515E-2  -7.520378990654E-2
    7.479647964796E0  -7.510850634945E-2  -1.204437539948E-1  -7.509204167298E-2  -7.510832739751E-2  -7.510844817808E-2  -7.510850476463E-2  -7.510850622412E-2  -7.510850634919E-2  -7.510850634914E-2
    7.480748074807E0  -7.501334340555E-2  -1.203855622641E-1  -7.499705968653E-2  -7.501317896409E-2  -7.501328566047E-2  -7.501334199984E-2  -7.501334329070E-2  -7.501334340539E-2  -7.501334340536E-2
    7.481848184818E0  -7.491830092268E-2  -1.203270122462E-1  -7.490219869091E-2  -7.491815054801E-2  -7.491824368809E-2  -7.491829969794E-2  -7.491830082148E-2  -7.491830092128E-2  -7.491830092266E-2
    7.482948294829E0  -7.482337874864E-2  -1.202681047210E-1  -7.480745850838E-2  -7.482324197797E-2  -7.482332210755E-2  -7.482337770404E-2  -7.482337866356E-2  -7.482337874543E-2  -7.482337874857E-2
    7.484048404840E0  -7.472857673141E-2  -1.202088404687E-1  -7.471283896122E-2  -7.472845308265E-2  -7.472852076548E-2  -7.472857586324E-2  -7.472857666403E-2  -7.472857672649E-2  -7.472857673116E-2
    7.485148514851E0  -7.463389471917E-2  -1.201492202695E-1  -7.461833987168E-2  -7.463378369074E-2  -7.463383950850E-2  -7.463389402065E-2  -7.463389466996E-2  -7.463389471309E-2  -7.463389471886E-2
    7.486248624862E0  -7.453933256030E-2  -1.200892449034E-1  -7.452396106203E-2  -7.453923363094E-2  -7.453927818323E-2  -7.453933202137E-2  -7.453933252847E-2  -7.453933255387E-2  -7.453933256011E-2
    7.487348734873E0  -7.444489010337E-2  -1.200289151506E-1  -7.442970235455E-2  -7.444480273193E-2  -7.444483663629E-2  -7.444488971052E-2  -7.444489008663E-2  -7.444489009747E-2  -7.444489010334E-2
    7.488448844884E0  -7.435056719711E-2  -1.199682317912E-1  -7.433556357149E-2  -7.435049082240E-2  -7.435051471431E-2  -7.435056693320E-2  -7.435056719154E-2  -7.435056719252E-2  -7.435056719705E-2
    7.489548954895E0  -7.425636369048E-2  -1.199071956054E-1  -7.424154453513E-2  -7.425629773104E-2  -7.425631226391E-2  -7.425636353451E-2  -7.425636369028E-2  -7.425636368766E-2  -7.425636369024E-2
    7.490649064906E0  -7.416227943260E-2  -1.198458073731E-1  -7.414764506773E-2  -7.416222328654E-2  -7.416222913171E-2  -7.416227935956E-2  -7.416227943034E-2  -7.416227943153E-2  -7.416227943230E-2
    7.491749174917E0  -7.406831427281E-2  -1.197840678747E-1  -7.405386499155E-2  -7.406826731760E-2  -7.406826516433E-2  -7.406831425346E-2  -7.406831426196E-2  -7.406831427277E-2  -7.406831427262E-2
    7.492849284928E0  -7.397446806062E-2  -1.197219778902E-1  -7.396020412887E-2  -7.397442965289E-2  -7.397442020839E-2  -7.397446806132E-2  -7.397446803656E-2  -7.397446806017E-2  -7.397446806060E-2
    7.493949394939E0  -7.388074064572E-2  -1.196595381996E-1  -7.386666230195E-2  -7.388071012111E-2  -7.388069411052E-2  -7.388074063057E-2  -7.388074060553E-2  -7.388074064378E-2  -7.388074064566E-2
    7.495049504950E0  -7.378713187801E-2  -1.195967495833E-1  -7.377323933305E-2  -7.378710855095E-2  -7.378708671734E-2  -7.378713181462E-2  -7.378713182031E-2  -7.378713187426E-2  -7.378713187777E-2
    7.496149614961E0  -7.369364160757E-2  -1.195336128211E-1  -7.367993504445E-2  -7.369362477110E-2  -7.369359787547E-2  -7.369364146779E-2  -7.369364153230E-2  -7.369364160227E-2  -7.369364160727E-2
    7.497249724972E0  -7.360026968467E-2  -1.194701286934E-1  -7.358674925841E-2  -7.360025861025E-2  -7.360022743153E-2  -7.360026944443E-2  -7.360026959292E-2  -7.360026967846E-2  -7.360026968448E-2
    7.498349834983E0  -7.350701595977E-2  -1.194062979801E-1  -7.349368179719E-2  -7.350700989708E-2  -7.350697523215E-2  -7.350701559888E-2  -7.350701585359E-2  -7.350701595350E-2  -7.350701595975E-2
    7.499449944994E0  -7.341388028351E-2  -1.193421214615E-1  -7.340073248306E-2  -7.341387846029E-2  -7.341384112394E-2  -7.341387978547E-2  -7.341388016572E-2  -7.341388027804E-2  -7.341388028345E-2
    7.500550055006E0  -7.332086250673E-2  -1.192775999177E-1  -7.330790113829E-2  -7.332086412945E-2  -7.332082495353E-2  -7.332086185853E-2  -7.332086238072E-2  -7.332086250274E-2  -7.332086250649E-2
    7.501650165017E0  -7.322796248045E-2  -1.192127341287E-1  -7.321518758515E-2  -7.322796675459E-2  -7.322792656755E-2  -7.322796167241E-2  -7.322796235001E-2  -7.322796247826E-2  -7.322796248014E-2
    7.502750275028E0  -7.313518005588E-2  -1.191475248747E-1  -7.312259164590E-2  -7.313518620614E-2  -7.313514581260E-2  -7.313517908144E-2  -7.313517992501E-2  -7.313518005526E-2  -7.313518005568E-2
    7.503850385039E0  -7.304251508441E-2  -1.190819729358E-1  -7.303011314281E-2  -7.304252235545E-2  -7.304248253533E-2  -7.304251393996E-2  -7.304251495714E-2  -7.304251508440E-2  -7.304251508439E-2
    7.504950495050E0  -7.294996741763E-2  -1.190160790922E-1  -7.293775189814E-2  -7.294997507387E-2  -7.294993658234E-2  -7.294996610230E-2  -7.294996729780E-2  -7.294996741678E-2  -7.294996741757E-2
    7.506050605061E0  -7.285753690732E-2  -1.189498441239E-1  -7.284550773417E-2  -7.285754423272E-2  -7.285750780025E-2  -7.285753542281E-2  -7.285753679841E-2  -7.285753690482E-2  -7.285753690708E-2
    7.507150715072E0  -7.276522340542E-2  -1.188832688111E-1  -7.275338047315E-2  -7.276522970335E-2  -7.276519603570E-2  -7.276522175582E-2  -7.276522331038E-2  -7.276522340117E-2  -7.276522340512E-2
    7.508250825083E0  -7.267302676409E-2  -1.188163539339E-1  -7.266136993736E-2  -7.267303135710E-2  -7.267300113531E-2  -7.267302495566E-2  -7.267302668515E-2  -7.267302675848E-2  -7.267302676390E-2
    7.509350935094E0  -7.258094683565E-2  -1.187491002725E-1  -7.256947594905E-2  -7.258094906531E-2  -7.258092294569E-2  -7.258094487667E-2  -7.258094677410E-2  -7.258094682941E-2  -7.258094683563E-2
    7.510451045105E0  -7.248898347262E-2  -1.186815086069E-1  -7.247769833051E-2  -7.248898269932E-2  -7.248896131347E-2  -7.248898137320E-2  -7.248898342868E-2  -7.248898346660E-2  -7.248898347256E-2
    7.511551155116E0  -7.239713652770E-2  -1.186135797172E-1  -7.238603690399E-2  -7.239713213047E-2  -7.239711608527E-2  -7.239713429957E-2  -7.239713650028E-2  -7.239713652272E-2  -7.239713652746E-2
    7.512651265127E0  -7.230540585377E-2  -1.185453143837E-1  -7.229449149176E-2  -7.230539723009E-2  -7.230538710771E-2  -7.230540351013E-2  -7.230540584032E-2  -7.230540585041E-2  -7.230540585347E-2
    7.513751375138E0  -7.221379130392E-2  -1.184767133864E-1  -7.220306191608E-2  -7.221377786953E-2  -7.221377422742E-2  -7.221378885921E-2  -7.221379130022E-2  -7.221379130233E-2  -7.221379130373E-2
    7.514851485149E0  -7.212229273139E-2  -1.184077775054E-1  -7.211174799923E-2  -7.212227392013E-2  -7.212227729101E-2  -7.212229020115E-2  -7.212229273140E-2  -7.212229273113E-2  -7.212229273137E-2
    7.515951595160E0  -7.203090998963E-2  -1.183385075209E-1  -7.202054956347E-2  -7.203088525323E-2  -7.203089614511E-2  -7.203090739028E-2  -7.203090998605E-2  -7.203090998949E-2  -7.203090998957E-2
    7.517051705171E0  -7.193964293227E-2  -1.182689042129E-1  -7.192946643107E-2  -7.193961174016E-2  -7.193963063634E-2  -7.193964028095E-2  -7.193964291919E-2  -7.193964293094E-2  -7.193964293204E-2
    7.518151815182E0  -7.184849141311E-2  -1.181989683617E-1  -7.183849842429E-2  -7.184845325226E-2  -7.184848061133E-2  -7.184848872748E-2  -7.184849138642E-2  -7.184849141006E-2  -7.184849141282E-2
    7.519251925193E0  -7.175745528616E-2  -1.181287007473E-1  -7.174764536539E-2  -7.175740966089E-2  -7.175744591669E-2  -7.175745258423E-2  -7.175745524337E-2  -7.175745528146E-2  -7.175745528597E-2
    7.520352035204E0  -7.166653440559E-2  -1.180581021499E-1  -7.165690707666E-2  -7.166648083737E-2  -7.166652639904E-2  -7.166653170551E-2  -7.166653434566E-2  -7.166653439976E-2  -7.166653440557E-2
    7.521452145215E0  -7.157572862576E-2  -1.179871733495E-1  -7.156628338035E-2  -7.157566665304E-2  -7.157572190502E-2  -7.157572594568E-2  -7.157572854890E-2  -7.157572861958E-2  -7.157572862570E-2
    7.522552255226E0  -7.148503780122E-2  -1.179159151263E-1  -7.147577409872E-2  -7.148496697925E-2  -7.148503228124E-2  -7.148503515906E-2  -7.148503770871E-2  -7.148503779554E-2  -7.148503780099E-2
    7.523652365237E0  -7.139446178670E-2  -1.178443282605E-1  -7.138537905405E-2  -7.139438168733E-2  -7.139445737432E-2  -7.139445920000E-2  -7.139446168072E-2  -7.139446178227E-2  -7.139446178640E-2
    7.524752475248E0  -7.130400043711E-2  -1.177724135320E-1  -7.129509806861E-2  -7.130391064863E-2  -7.130399703089E-2  -7.130399792282E-2  -7.130400032054E-2  -7.130400043438E-2  -7.130400043692E-2
    7.525852585259E0  -7.121365360755E-2  -1.177001717212E-1  -7.120493096465E-2  -7.121355373448E-2  -7.121365109756E-2  -7.121365118188E-2  -7.121365348379E-2  -7.121365360649E-2  -7.121365360752E-2
    7.526952695270E0  -7.112342115329E-2  -1.176276036080E-1  -7.111487756444E-2  -7.112331081623E-2  -7.112341942097E-2  -7.112341883150E-2  -7.112342102608E-2  -7.112342115323E-2  -7.112342115323E-2
    7.528052805281E0  -7.103330292979E-2  -1.175547099726E-1  -7.102493769026E-2  -7.103318176521E-2  -7.103330184772E-2  -7.103330072603E-2  -7.103330280304E-2  -7.103330292937E-2  -7.103330292956E-2
    7.529152915292E0  -7.094329879269E-2  -1.174814915952E-1  -7.093511116437E-2  -7.094316645276E-2  -7.094329822445E-2  -7.094329671979E-2  -7.094329867029E-2  -7.094329879085E-2  -7.094329879240E-2
    7.530253025303E0  -7.085340859782E-2  -1.174079492558E-1  -7.084539780903E-2  -7.085326475023E-2  -7.085340839778E-2  -7.085340666713E-2  -7.085340848344E-2  -7.085340859424E-2  -7.085340859763E-2
    7.531353135314E0  -7.076363220118E-2  -1.173340837346E-1  -7.075579744651E-2  -7.076347652895E-2  -7.076363221433E-2  -7.076363042238E-2  -7.076363209811E-2  -7.076363219610E-2  -7.076363220116E-2
    7.532453245325E0  -7.067396945896E-2  -1.172598958117E-1  -7.066630989908E-2  -7.067380166026E-2  -7.067396952483E-2  -7.067396783989E-2  -7.067396936993E-2  -7.067396945300E-2  -7.067396945891E-2
    7.533553355336E0  -7.058442022753E-2  -1.171853862672E-1  -7.057693498900E-2  -7.058424001550E-2  -7.058442019242E-2  -7.058441877398E-2  -7.058442015450E-2  -7.058442022150E-2  -7.058442022730E-2
    7.534653465347E0  -7.049498436342E-2  -1.171105558812E-1  -7.048767253855E-2  -7.049479146602E-2  -7.049498408260E-2  -7.049498307899E-2  -7.049498430745E-2  -7.049498435815E-2  -7.049498436313E-2
    7.535753575358E0  -7.040566172338E-2  -1.170354054339E-1  -7.039852236998E-2  -7.040545588314E-2  -7.040566106085E-2  -7.040566060927E-2  -7.040566168440E-2  -7.040566171953E-2  -7.040566172320E-2
    7.536853685369E0  -7.031645216432E-2  -1.169599357054E-1  -7.030948430556E-2  -7.031623313822E-2  -7.031645099267E-2  -7.031645121914E-2  -7.031645214097E-2  -7.031645216219E-2  -7.031645216429E-2
    7.537953795380E0  -7.022735554331E-2  -1.168841474758E-1  -7.022055816757E-2  -7.022712310259E-2  -7.022735374353E-2  -7.022735476295E-2  -7.022735553276E-2  -7.022735554270E-2  -7.022735554325E-2
    7.539053905391E0  -7.013837171763E-2  -1.168080415253E-1  -7.013174377826E-2  -7.013812564759E-2  -7.013836917893E-2  -7.013837109504E-2  -7.013837171542E-2  -7.013837171762E-2  -7.013837171740E-2
    7.540154015402E0  -7.004950054473E-2  -1.167316186339E-1  -7.004304095990E-2  -7.004924064456E-2  -7.004949716435E-2  -7.004950006973E-2  -7.004950054455E-2  -7.004950054393E-2  -7.004950054444E-2
    7.541254125413E0  -6.996074188224E-2  -1.166548795817E-1  -6.995444953477E-2  -6.996046796483E-2  -6.996073756529E-2  -6.996074154136E-2  -6.996074187713E-2  -6.996074187986E-2  -6.996074188205E-2
    7.542354235424E0  -6.987209558796E-2  -1.165778251490E-1  -6.986596932512E-2  -6.987180747976E-2  -6.987209024723E-2  -6.987209536428E-2  -6.987209557258E-2  -6.987209558389E-2  -6.987209558794E-2
    7.543454345435E0  -6.978356151989E-2  -1.165004561157E-1  -6.977760015322E-2  -6.978325906068E-2  -6.978355507565E-2  -6.978356139283E-2  -6.978356149061E-2  -6.978356151451E-2  -6.978356151983E-2
    7.544554455446E0  -6.969513953618E-2  -1.164227732621E-1  -6.968934184135E-2  -6.969482257893E-2  -6.969513191605E-2  -6.969513948132E-2  -6.969513949092E-2  -6.969513953019E-2  -6.969513953596E-2
    7.545654565457E0  -6.960682949519E-2  -1.163447773683E-1  -6.960119421175E-2  -6.960649790584E-2  -6.960682063392E-2  -6.960682948412E-2  -6.960682943322E-2  -6.960682948940E-2  -6.960682949490E-2
    7.546754675468E0  -6.951863125544E-2  -1.162664692144E-1  -6.951315708671E-2  -6.951828491277E-2  -6.951862109473E-2  -6.951863125562E-2  -6.951863117720E-2  -6.951863125064E-2  -6.951863125525E-2
    7.547854785479E0  -6.943054467562E-2  -1.161878495805E-1  -6.942523028849E-2  -6.943018347104E-2  -6.943053316399E-2  -6.943054465370E-2  -6.943054458258E-2  -6.943054467237E-2  -6.943054467560E-2
    7.548954895490E0  -6.934256961462E-2  -1.161089192467E-1  -6.933741363936E-2  -6.934219345200E-2  -6.934255670717E-2  -6.934256954103E-2  -6.934256950906E-2  -6.934256961307E-2  -6.934256961457E-2
    7.550055005501E0  -6.925470593149E-2  -1.160296789931E-1  -6.924970696157E-2  -6.925431472699E-2  -6.925469158978E-2  -6.925470578064E-2  -6.925470581634E-2  -6.925470593123E-2  -6.925470593127E-2
    7.551155115512E0  -6.916695348547E-2  -1.159501295999E-1  -6.916211007741E-2  -6.916654716734E-2  -6.916693767728E-2  -6.916695323554E-2  -6.916695336412E-2  -6.916695348534E-2  -6.916695348519E-2
    7.552255225523E0  -6.907931213597E-2  -1.158702718473E-1  -6.907462280912E-2  -6.907889064441E-2  -6.907929483518E-2  -6.907931176876E-2  -6.907931201211E-2  -6.907931213472E-2  -6.907931213579E-2
    7.553355335534E0  -6.899178174258E-2  -1.157901065152E-1  -6.898724497899E-2  -6.899134502951E-2  -6.899176292895E-2  -6.899178124331E-2  -6.899178162002E-2  -6.899178173967E-2  -6.899178174256E-2
    7.554455445545E0  -6.890436216506E-2  -1.157096343839E-1  -6.889997640928E-2  -6.890391019401E-2  -6.890434182409E-2  -6.890436152222E-2  -6.890436204754E-2  -6.890436216057E-2  -6.890436216501E-2
    7.555555555556E0  -6.881705326336E-2  -1.156288562335E-1  -6.881281692225E-2  -6.881658600923E-2  -6.881703138609E-2  -6.881705246851E-2  -6.881705315439E-2  -6.881705325777E-2  -6.881705326314E-2
    7.556655665567E0  -6.872985489760E-2  -1.155477728440E-1  -6.872576634018E-2  -6.872937234652E-2  -6.872983148043E-2  -6.872985394520E-2  -6.872985480026E-2  -6.872985489166E-2  -6.872985489731E-2
    7.557755775578E0  -6.864276692806E-2  -1.154663849956E-1  -6.863882448532E-2  -6.864226907721E-2  -6.864274197260E-2  -6.864276581532E-2  -6.864276684486E-2  -6.864276692259E-2  -6.864276692788E-2
    7.558855885589E0  -6.855578921522E-2  -1.153846934685E-1  -6.855199117994E-2  -6.855527607265E-2  -6.855576272810E-2  -6.855578794187E-2  -6.855578914790E-2  -6.855578921094E-2  -6.855578921520E-2
    7.559955995600E0  -6.846892161974E-2  -1.153026990427E-1  -6.846526624631E-2  -6.846839320417E-2  -6.846889361239E-2  -6.846892018789E-2  -6.846892156907E-2  -6.846892161709E-2  -6.846892161968E-2
    7.561056105611E0  -6.838216400242E-2  -1.152204024984E-1  -6.837864950671E-2  -6.838162034312E-2  -6.838213449099E-2  -6.838216241640E-2  -6.838216396808E-2  -6.838216400138E-2  -6.838216400220E-2
    7.562156215622E0  -6.829551622426E-2  -1.151378046158E-1  -6.829214078338E-2  -6.829495736083E-2  -6.829548522936E-2  -6.829551449042E-2  -6.829551620464E-2  -6.829551622421E-2  -6.829551622398E-2
    7.563256325633E0  -6.820897814645E-2  -1.150549061748E-1  -6.820573989860E-2  -6.820840412865E-2  -6.820894569301E-2  -6.820897627296E-2  -6.820897813845E-2  -6.820897814606E-2  -6.820897814626E-2
    7.564356435644E0  -6.812254963032E-2  -1.149717079556E-1  -6.811944667464E-2  -6.812196051791E-2  -6.812251574742E-2  -6.812254762706E-2  -6.812254962921E-2  -6.812254962857E-2  -6.812254963030E-2
    7.565456545655E0  -6.803623053740E-2  -1.148882107385E-1  -6.803326093377E-2  -6.803562639995E-2  -6.803619525807E-2  -6.803622841573E-2  -6.803623053670E-2  -6.803623053398E-2  -6.803623053735E-2
    7.566556655666E0  -6.795002072939E-2  -1.148044153034E-1  -6.794718249824E-2  -6.794940164611E-2  -6.794998409045E-2  -6.795001850199E-2  -6.795002072258E-2  -6.795002072452E-2  -6.795002072917E-2
    7.567656765677E0  -6.786392006815E-2  -1.147203224305E-1  -6.786121119033E-2  -6.786328612774E-2  -6.786388211006E-2  -6.786391774886E-2  -6.786392005043E-2  -6.786392006243E-2  -6.786392006786E-2
    7.568756875688E0  -6.777792841573E-2  -1.146359329000E-1  -6.777534683230E-2  -6.777727971617E-2  -6.777788918238E-2  -6.777792601937E-2  -6.777792838393E-2  -6.777792840993E-2  -6.777792841554E-2
    7.569856985699E0  -6.769204563435E-2  -1.145512474919E-1  -6.768958924642E-2  -6.769138228275E-2  -6.769200517290E-2  -6.769204317654E-2  -6.769204558675E-2  -6.769204562927E-2  -6.769204563432E-2
    7.570957095710E0  -6.760627158640E-2  -1.144662669864E-1  -6.760393825495E-2  -6.760559369880E-2  -6.760622994710E-2  -6.760626908338E-2  -6.760627152256E-2  -6.760627158267E-2  -6.760627158635E-2
    7.572057205721E0  -6.752060613444E-2  -1.143809921635E-1  -6.751839368017E-2  -6.751991383568E-2  -6.752056337048E-2  -6.752060360293E-2  -6.752060605504E-2  -6.752060613238E-2  -6.752060613423E-2
    7.573157315732E0  -6.743504914123E-2  -1.142954238036E-1  -6.743295534434E-2  -6.743434256472E-2  -6.743500530852E-2  -6.743504659819E-2  -6.743504904787E-2  -6.743504914063E-2  -6.743504914095E-2
    7.574257425743E0  -6.734960046965E-2  -1.142095626865E-1  -6.734762306972E-2  -6.734887975726E-2  -6.734955562670E-2  -6.734959793220E-2  -6.734960036471E-2  -6.734960046965E-2  -6.734960046947E-2
    7.575357535754E0  -6.726425998281E-2  -1.141234095925E-1  -6.726239667858E-2  -6.726352528464E-2  -6.726421419053E-2  -6.726425746798E-2  -6.726425986925E-2  -6.726425998206E-2  -6.726425998279E-2
    7.576457645765E0  -6.717902754395E-2  -1.140369653017E-1  -6.717727599319E-2  -6.717827901820E-2  -6.717898086548E-2  -6.717902506853E-2  -6.717902742515E-2  -6.717902754169E-2  -6.717902754390E-2
    7.577557755776E0  -6.709390301651E-2  -1.139502305942E-1  -6.709226083581E-2  -6.709314082928E-2  -6.709385551705E-2  -6.709390059690E-2  -6.709390289609E-2  -6.709390301263E-2  -6.709390301630E-2
    7.578657865787E0  -6.700888626409E-2  -1.138632062502E-1  -6.700735102872E-2  -6.700811058922E-2  -6.700883801071E-2  -6.700888391609E-2  -6.700888614576E-2  -6.700888625894E-2  -6.700888626381E-2
    7.579757975798E0  -6.692397715045E-2  -1.137758930497E-1  -6.692254639417E-2  -6.692318816936E-2  -6.692392821197E-2  -6.692397488913E-2  -6.692397703781E-2  -6.692397714470E-2  -6.692397715027E-2
    7.580858085809E0  -6.683917553955E-2  -1.136882917728E-1  -6.683784675444E-2  -6.683837344104E-2  -6.683912598630E-2  -6.683917337904E-2  -6.683917543592E-2  -6.683917553398E-2  -6.683917553953E-2
    7.581958195820E0  -6.675448129550E-2  -1.136004031998E-1  -6.675325193178E-2  -6.675366627560E-2  -6.675443119920E-2  -6.675447924885E-2  -6.675448120378E-2  -6.675448129087E-2  -6.675448129545E-2
    7.583058305831E0  -6.666989428258E-2  -1.135122281107E-1  -6.666876174848E-2  -6.666906654438E-2  -6.666984371615E-2  -6.666989236156E-2  -6.666989420505E-2  -6.666989427944E-2  -6.666989428237E-2
    7.584158415842E0  -6.658541436526E-2  -1.134237672856E-1  -6.658437602678E-2  -6.658457411871E-2  -6.658536340265E-2  -6.658541258021E-2  -6.658541430341E-2  -6.658541436375E-2  -6.658541436498E-2
    7.585258525853E0  -6.650104140816E-2  -1.133350215047E-1  -6.650009458897E-2  -6.650018886995E-2  -6.650099012417E-2  -6.650103976782E-2  -6.650104136253E-2  -6.650104140790E-2  -6.650104140798E-2
    7.586358635864E0  -6.641677527609E-2  -1.132459915481E-1  -6.641591725731E-2  -6.641591066942E-2  -6.641672374621E-2  -6.641677378740E-2  -6.641677524609E-2  -6.641677527597E-2  -6.641677527606E-2
    7.587458745875E0  -6.633261583400E-2  -1.131566781959E-1  -6.633184385405E-2  -6.633173938847E-2  -6.633256413425E-2  -6.633261450199E-2  -6.633261581776E-2  -6.633261583282E-2  -6.633261583395E-2
    7.588558855886E0  -6.624856294705E-2  -1.130670822282E-1  -6.624787420148E-2  -6.624767489843E-2  -6.624851115379E-2  -6.624856177459E-2  -6.624856294122E-2  -6.624856294427E-2  -6.624856294684E-2
    7.589658965897E0  -6.616461648053E-2  -1.129772044252E-1  -6.616400812185E-2  -6.616371707066E-2  -6.616456467030E-2  -6.616461546823E-2  -6.616461648014E-2  -6.616461647623E-2  -6.616461648026E-2
    7.590759075908E0  -6.608077629994E-2  -1.128870455670E-1  -6.608024543744E-2  -6.607986577648E-2  -6.608072454929E-2  -6.608077544594E-2  -6.608077629843E-2  -6.608077629458E-2  -6.608077629976E-2
