#             R [au]           V(R) [eV]         s10(R) [eV]         s21(R) [eV]         s45(R) [eV]         s97(R) [eV]        s206(R) [eV]        s440(R) [eV]        s938(R) [eV]       s2000(R) [eV]
    1.356435643564E0    6.519649879102E0    4.425032781300E1    1.471316431294E1    5.737500552990E0    6.513209369220E0    6.519638673797E0    6.519648671234E0    6.519649773725E0    6.519649876137E0
    1.357535753575E0    6.391901908550E0    4.413795568841E1    1.453993466232E1    5.611181171475E0    6.385016403623E0    6.391891134867E0    6.391900363809E0    6.391901786656E0    6.391901908484E0
    1.358635863586E0    6.264618794484E0    4.402562769574E1    1.436702932752E1    5.485471174709E0    6.257305880099E0    6.264608644414E0    6.264616939373E0    6.264618672753E0    6.264618792533E0
    1.359735973597E0    6.137799179742E0    4.391334397078E1    1.419444930643E1    5.360367586801E0    6.130076309628E0    6.137789826083E0    6.137797058350E0    6.137799074807E0    6.137799174532E0
    1.360836083608E0    6.011441710827E0    4.380110464932E1    1.402219559696E1    5.235867431862E0    6.003326203188E0    6.011433303516E0    6.011439381164E0    6.011441635606E0    6.011441705127E0
    1.361936193619E0    5.885545037901E0    4.368890986715E1    1.385026919700E1    5.111967733999E0    5.877054071756E0    5.885537700357E0    5.885542568239E0    5.885544997941E0    5.885545034967E0
    1.363036303630E0    5.760107814772E0    4.357675976007E1    1.367867110443E1    4.988665517324E0    5.751258426312E0    5.760101640248E0    5.760105279998E0    5.760107804600E0    5.760107814705E0
    1.364136413641E0    5.635128698888E0    4.346465446385E1    1.350740231716E1    4.865957805945E0    5.625937777834E0    5.635123746833E0    5.635126176867E0    5.635128698420E0    5.635128696969E0
    1.365236523652E0    5.510606351325E0    4.335259411429E1    1.333646383309E1    4.743841623971E0    5.501090637299E0    5.510602643756E0    5.510603919269E0    5.510606332907E0    5.510606346187E0
    1.366336633663E0    5.386539436777E0    4.324057884719E1    1.316585665009E1    4.622313995512E0    5.376715515687E0    5.386536954658E0    5.386537167628E0    5.386539386070E0    5.386539431148E0
    1.367436743674E0    5.262926623550E0    4.312860879833E1    1.299558176608E1    4.501371944678E0    5.252810923976E0    5.262925303184E0    5.262924582368E0    5.262926539341E0    5.262926620647E0
    1.368536853685E0    5.139766583549E0    4.301668410350E1    1.282564017894E1    4.381012495577E0    5.129375373144E0    5.139766312977E0    5.139764823914E0    5.139766474149E0    5.139766583481E0
    1.369636963696E0    5.017057992270E0    4.290480489850E1    1.265603288658E1    4.261232672320E0    5.006407374170E0    5.017058607679E0    5.017056552689E0    5.017057871925E0    5.017057990383E0
    1.370737073707E0    4.894799528791E0    4.279297131911E1    1.248676088687E1    4.142029499014E0    4.883905438032E0    4.894800810935E0    4.894798429117E0    4.894799414100E0    4.894799523724E0
    1.371837183718E0    4.772989875761E0    4.268118350112E1    1.231782517773E1    4.023399999771E0    4.761868075708E0    4.772991546387E0    4.772989113623E0    4.772989782106E0    4.772989870202E0
    1.372937293729E0    4.651627719394E0    4.256944158033E1    1.214922675704E1    3.905341198700E0    4.640293798176E0    4.651629437678E0    4.651627266631E0    4.651627657371E0    4.651627716522E0
    1.374037403740E0    4.530711749455E0    4.245774569253E1    1.198096662270E1    3.787850119909E0    4.519181116416E0    4.530713108451E0    4.530711548565E0    4.530711721329E0    4.530711749386E0
    1.375137513751E0    4.410240659255E0    4.234609597350E1    1.181304577260E1    3.670923787508E0    4.398528541405E0    4.410241182351E0    4.410240619848E0    4.410240655408E0    4.410240657399E0
    1.376237623762E0    4.290213145640E0    4.223449255904E1    1.164546520465E1    3.554559225606E0    4.278334584122E0    4.290212287900E0    4.290213141471E0    4.290213141914E0    4.290213140644E0
    1.377337733773E0    4.170627908980E0    4.212293558493E1    1.147822591673E1    3.438753458314E0    4.158597755546E0    4.170625135846E0    4.170627804926E0    4.170627881592E0    4.170627903491E0
    1.378437843784E0    4.051483653164E0    4.201142518698E1    1.131132890673E1    3.323503509739E0    4.039316566653E0    4.051478505285E0    4.051483347109E0    4.051483592751E0    4.051483650322E0
    1.379537953795E0    3.932779085585E0    4.189996150096E1    1.114477517256E1    3.208806403993E0    3.920489528424E0    3.932771177391E0    3.932778508612E0    3.932778994399E0    3.932779085515E0
    1.380638063806E0    3.814512917138E0    4.178854466267E1    1.097856571211E1    3.094659165183E0    3.802115151836E0    3.814501933338E0    3.814512030024E0    3.814512805542E0    3.814512915313E0
    1.381738173817E0    3.696683862203E0    4.167717480790E1    1.081270152327E1    2.981058817420E0    3.684191947868E0    3.696669554298E0    3.696682651938E0    3.696683745188E0    3.696683857276E0
    1.382838283828E0    3.579290638644E0    4.156585207244E1    1.064718360394E1    2.868002384813E0    3.566718427498E0    3.579272821446E0    3.579289114943E0    3.579290532344E0    3.579290633224E0
    1.383938393839E0    3.462331967793E0    4.145457659209E1    1.048201295201E1    2.755486891472E0    3.449693101704E0    3.462310515955E0    3.462330159630E0    3.462331886018E0    3.462331964981E0
    1.385038503850E0    3.345806574444E0    4.134334850262E1    1.031719056538E1    2.643509361504E0    3.333114481465E0    3.345781418999E0    3.345804526590E0    3.345806525217E0    3.345806574373E0
    1.386138613861E0    3.229713186844E0    4.123216793983E1    1.015271744194E1    2.532066819021E0    3.216981077759E0    3.229684311751E0    3.229710956415E0    3.229713168947E0    3.229713185049E0
    1.387238723872E0    3.114050536684E0    4.112103503952E1    9.988594579585E0    2.421156288132E0    3.101291401565E0    3.114017975385E0    3.114048189694E0    3.114050536218E0    3.114050531825E0
    1.388338833883E0    2.998817359089E0    4.100994993747E1    9.824822976216E0    2.310774792945E0    2.986043963860E0    2.998781191074E0    2.998814967019E0    2.998817349740E0    2.998817353736E0
    1.389438943894E0    2.884012392609E0    4.089891276947E1    9.661403629723E0    2.200919357570E0    2.871237275624E0    2.883972739993E0    2.884010028980E0    2.884012355803E0    2.884012389827E0
    1.390539053905E0    2.769634379212E0    4.078792367131E1    9.498337538002E0    2.091587006118E0    2.756869847835E0    2.769591403314E0    2.769632116169E0    2.769634309932E0    2.769634379140E0
    1.391639163916E0    2.655682064274E0    4.067698277879E1    9.335625698948E0    1.982774762696E0    2.642940191471E0    2.655635962210E0    2.655679969175E0    2.655681967677E0    2.655682062509E0
    1.392739273927E0    2.542154196568E0    4.056609022770E1    9.173269110455E0    1.874479651414E0    2.529446817510E0    2.542105197857E0    2.542152328590E0    2.542154084584E0    2.542154191777E0
    1.393839383938E0    2.429049528258E0    4.045524615381E1    9.011268770419E0    1.766698696383E0    2.416388236931E0    2.428997891427E0    2.429047935005E0    2.429049416203E0    2.429049522973E0
    1.394939493949E0    2.316366814888E0    4.034445069294E1    8.849625676733E0    1.659428921711E0    2.303762960712E0    2.316312824094E0    2.316365529010E0    2.316366718082E0    2.316366812136E0
    1.396039603960E0    2.204104815377E0    4.023370398086E1    8.688340827294E0    1.552667351507E0    2.191569499831E0    2.204048777031E0    2.204103851196E0    2.204104745769E0    2.204104815304E0
    1.397139713971E0    2.092262292003E0    4.012300615337E1    8.527415219995E0    1.446411009881E0    2.079806365268E0    2.092204531412E0    2.092261642154E0    2.092262254812E0    2.092262290268E0
    1.398239823982E0    1.980838010403E0    4.001235734625E1    8.366849852732E0    1.340656920943E0    1.968472068000E0    1.980778868411E0    1.980837642475E0    1.980838000760E0    1.980838005678E0
    1.399339933993E0    1.869830739556E0    3.990175769530E1    8.206645723400E0    1.235402108801E0    1.857565119005E0    1.869770569200E0    1.869830592750E0    1.869830739193E0    1.869830734338E0
    1.400440044004E0    1.759239251782E0    3.979120733631E1    8.046803829893E0    1.130643597566E0    1.747084029262E0    1.759178414955E0    1.759239233568E0    1.759239235197E0    1.759239249058E0
    1.401540154015E0    1.649062322724E0    3.968070640507E1    7.887325170105E0    1.026378411347E0    1.637027309750E0    1.649001186847E0    1.649062307875E0    1.649062276541E0    1.649062322651E0
    1.402640264026E0    1.539298731350E0    3.957025503737E1    7.728210741933E0   9.226035742520E-1    1.527393471447E0    1.539237666052E0    1.539298598078E0    1.539298654307E0    1.539298729644E0
    1.403740374037E0    1.429947259936E0    3.945985336900E1    7.569461543271E0   8.193161103917E-1    1.418181025331E0    1.429886633742E0    1.429946919303E0    1.429947159577E0    1.429947255277E0
    1.404840484048E0    1.321006694061E0    3.934950153575E1    7.411078572013E0   7.165130438753E-1    1.309388482380E0    1.320946871090E0    1.321006087667E0    1.321006583432E0    1.321006688908E0
    1.405940594059E0    1.212475822596E0    3.923919967341E1    7.253062826055E0   6.141913988120E-1    1.201014353573E0    1.212417159272E0    1.212474919284E0    1.212475716955E0    1.212475819901E0
    1.407040704070E0    1.104353437699E0    3.912894791777E1    7.095415303291E0   5.123481993113E-1    1.093057149888E0    1.104296279459E0    1.104352230270E0    1.104353351227E0    1.104353437624E0
    1.408140814081E0   9.966383348035E-1    3.901874640462E1    6.938137001616E0   4.109804694825E-1   9.855153823045E-1   9.965830128262E-1   9.966368367406E-1   9.966382773300E-1   9.966383331257E-1
    1.409240924092E0   8.893293126113E-1    3.890859526976E1    6.781228918925E0   3.100852334352E-1   8.783875617995E-1   8.892761405464E-1   8.893275548108E-1   8.893292863456E-1   8.893293080172E-1
    1.410341034103E0   7.824251730828E-1    3.879849464896E1    6.624692053113E0   2.096595152786E-1   7.716721993520E-1   7.823744437934E-1   7.824232005960E-1   7.824251693557E-1   7.824251679948E-1
    1.411441144114E0   6.759247214293E-1    3.868844467804E1    6.468527402075E0   1.097003391221E-1   6.653678059402E-1   6.758767037409E-1   6.759225902118E-1   6.759247181829E-1   6.759247187636E-1
    1.412541254125E0   5.698267661043E-1    3.857844549276E1    6.312735963705E0   1.020472907525E-2   5.594728925426E-1   5.697817015622E-1   5.698245397733E-1   5.698267413102E-1   5.698267660287E-1
    1.413641364136E0   4.641301187951E-1    3.846849722893E1    6.157318735898E0  -8.883029075268E-2   4.539859701374E-1   4.640882184310E-1   4.641278653961E-1   4.641300636733E-1   4.641301171454E-1
    1.414741474147E0   3.588335944141E-1    3.835860002234E1    6.002276716550E0  -1.874076962523E-1   3.489055497032E-1   3.587950355209E-1   3.588313831955E-1   3.588335109074E-1   3.588335898839E-1
    1.415841584158E0   2.539360110904E-1    3.824875400877E1    5.847610903555E0  -2.855304633141E-1   2.442301422181E-1   2.539009340055E-1   2.539339092869E-1   2.539359086476E-1   2.539360060665E-1
    1.416941694169E0   1.494361901617E-1    3.813895932401E1    5.693322294807E0  -3.832015678288E-1   1.399582586607E-1   1.494046950582E-1   1.494342597856E-1   1.494360825291E-1   1.494361875244E-1
    1.418041804180E0   4.533295616553E-2    3.802921610386E1    5.539411888202E0  -4.804239856870E-1   3.608841000933E-2   4.530509985277E-2   4.533125080716E-2   4.533285818699E-2   4.533295608899E-2
    1.419141914191E0  -5.837486316910E-2    3.791952448411E1    5.385880681635E0  -5.772006927793E-1  -6.738089275773E-2  -5.839907043737E-2  -5.837630153323E-2  -5.837493874355E-2  -5.837486479114E-2
    1.420242024202E0  -1.616884369298E-1    3.780988460055E1    5.232729673000E0  -6.735346649962E-1  -1.704511386620E-1  -1.617090346386E-1  -1.616895811201E-1  -1.616884826274E-1  -1.616884413969E-1
    1.421342134213E0  -2.646089310294E-1    3.770029658897E1    5.079959860192E0  -7.694288782284E-1  -2.731238167252E-1  -2.646260115773E-1  -2.646097718380E-1  -2.646089478293E-1  -2.646089359901E-1
    1.422442244224E0  -3.671375082140E-1    3.759076058515E1    4.927572241106E0  -8.648863083665E-1  -3.754004159689E-1  -3.671512200800E-1  -3.671380575717E-1  -3.671375087143E-1  -3.671375108233E-1
    1.423542354235E0  -4.692753280718E-1    3.748127672489E1    4.775567813637E0  -9.599099313011E-1  -4.772824254147E-1  -4.692858789730E-1  -4.692756222057E-1  -4.692753364043E-1  -4.692753281492E-1
    1.424642464246E0  -5.710235470406E-1    3.737184514399E1    4.623947575679E0   -1.054502722923E0  -5.787713340843E-1  -5.710312070828E-1  -5.710236496247E-1  -5.710235804754E-1  -5.710235486354E-1
    1.425742574257E0  -6.723833184167E-1    3.726246597822E1    4.472712525128E0   -1.148667659122E0  -6.798686309993E-1  -6.723884232359E-1  -6.723833237133E-1  -6.723833817185E-1  -6.723833228215E-1
    1.426842684268E0  -7.733557923627E-1    3.715313936338E1    4.321863659879E0   -1.242407715790E0  -7.805758051813E-1  -7.733587462587E-1  -7.733558223983E-1  -7.733558808985E-1  -7.733557972610E-1
    1.427942794279E0  -8.739421159162E-1    3.704386543527E1    4.171401977825E0   -1.335725868816E0  -8.808943456520E-1  -8.739433949775E-1  -8.739422788598E-1  -8.739422187805E-1  -8.739421184977E-1
    1.429042904290E0  -9.741434329973E-1    3.693464432966E1    4.021328476863E0   -1.428625094093E0  -9.808257414330E-1  -9.741435882189E-1  -9.741438059386E-1  -9.741435361295E-1  -9.741434330755E-1
    1.430143014301E0   -1.073960884417E0    3.682547618236E1    3.871644154886E0   -1.521108367509E0   -1.080371481546E0   -1.073960531825E0   -1.073961516373E0   -1.073960973711E0   -1.073960885985E0
    1.431243124312E0   -1.173395607887E0    3.671636112916E1    3.722350009791E0   -1.613178664956E0   -1.179533055012E0   -1.173395334157E0   -1.173396522903E0   -1.173395672289E0   -1.173395612230E0
    1.432343234323E0   -1.272448738024E0    3.660729930583E1    3.573447039470E0   -1.704838962324E0   -1.278311950854E0   -1.272449059284E0   -1.272449938266E0   -1.272448772629E0   -1.272448742860E0
    1.433443344334E0   -1.371121406362E0    3.649829084818E1    3.424936241820E0   -1.796092235504E0   -1.376709658092E0   -1.371122771054E0   -1.371122875200E0   -1.371121415497E0   -1.371121408916E0
    1.434543454345E0   -1.469414741357E0    3.638933589199E1    3.276818614736E0   -1.886941460387E0   -1.474727665749E0   -1.469417533313E0   -1.469416446446E0   -1.469414741634E0   -1.469414741436E0
    1.435643564356E0   -1.567329868398E0    3.628043457306E1    3.129095156111E0   -1.977389612863E0   -1.572367462845E0   -1.567334409910E0   -1.567331764741E0   -1.567329883325E0   -1.567329869939E0
    1.436743674367E0   -1.664867909812E0    3.617158702717E1    2.981766863841E0   -2.067439668823E0   -1.669630538404E0   -1.664874464692E0   -1.664869942824E0   -1.664867951867E0   -1.664867914095E0
    1.437843784378E0   -1.762029984876E0    3.606279339012E1    2.834834735821E0   -2.157094604157E0   -1.766518381446E0   -1.762038761505E0   -1.762032093434E0   -1.762030055352E0   -1.762029989652E0
    1.438943894389E0   -1.858817209821E0    3.595405379770E1    2.688299769945E0   -2.246357394756E0   -1.863032480992E0   -1.858828364197E0   -1.858819329309E0   -1.858817301873E0   -1.858817212347E0
    1.440044004400E0   -1.955230697841E0    3.584536838569E1    2.542162964109E0   -2.335231016510E0   -1.959174326065E0   -1.955244336616E0   -1.955232763188E0   -1.955230799522E0   -1.955230697921E0
    1.441144114411E0   -2.051271559102E0    3.573673728989E1    2.396425316207E0   -2.423718445311E0   -2.054945405687E0   -2.051287742608E0   -2.051273507810E0   -2.051271656393E0   -2.051271560618E0
    1.442244224422E0   -2.146940900752E0    3.562816064609E1    2.251087824134E0   -2.511822657048E0   -2.150347208878E0   -2.146959646021E0   -2.146942675914E0   -2.146940980579E0   -2.146940904975E0
    1.443344334433E0   -2.242239826923E0    3.551963859007E1    2.106151485785E0   -2.599546627613E0   -2.245381224660E0   -2.242261110703E0   -2.242241380238E0   -2.242239880171E0   -2.242239831638E0
    1.444444444444E0   -2.337169438743E0    3.541117125764E1    1.961617299054E0   -2.686893332896E0   -2.340048942056E0   -2.337193200499E0   -2.337170733520E0   -2.337169463264E0   -2.337169441243E0
    1.445544554455E0   -2.431730834345E0    3.530275878457E1    1.817486261837E0   -2.773865748787E0   -2.434351850086E0   -2.431756979259E0   -2.431731848501E0   -2.431730837950E0   -2.431730834426E0
    1.446644664466E0   -2.525925108872E0    3.519440130667E1    1.673759372029E0   -2.860466851178E0   -2.528291437773E0   -2.525953510828E0   -2.525925837917E0   -2.525925111695E0   -2.525925110362E0
    1.447744774477E0   -2.619753354485E0    3.508609895971E1    1.530437627524E0   -2.946699615958E0   -2.621869194137E0   -2.619783859055E0   -2.619753814509E0   -2.619753376924E0   -2.619753358649E0
    1.448844884488E0   -2.713216660373E0    3.497785187950E1    1.387522026217E0   -3.032567019019E0   -2.715086608202E0   -2.713249087787E0   -2.713216891014E0   -2.713216710658E0   -2.713216665029E0
    1.449944994499E0   -2.806316112759E0    3.486966020182E1    1.245013566002E0   -3.118072036251E0   -2.807945168987E0   -2.806350260870E0   -2.806316180171E0   -2.806316189221E0   -2.806316115232E0
    1.451045104510E0   -2.899052794909E0    3.476152406246E1    1.102913244776E0   -3.203217643544E0   -2.900446365515E0   -2.899088442153E0   -2.899052794719E0   -2.899052888936E0   -2.899052794990E0
    1.452145214521E0   -2.991427787137E0    3.465344359721E1   9.612220604316E-1   -3.288006816790E0   -2.992591686807E0   -2.991464695482E0   -2.991427835606E0   -2.991427886125E0   -2.991427788602E0
    1.453245324532E0   -3.083442166817E0    3.454541894186E1   8.199410108650E-1   -3.372442531878E0   -3.084382621886E0   -3.083480084705E0   -3.083442359122E0   -3.083442257112E0   -3.083442170923E0
    1.454345434543E0   -3.175097008388E0    3.443745023221E1   6.790710939706E-1   -3.456527764700E0   -3.175820659772E0   -3.175135673668E0   -3.175097410989E0   -3.175097078220E0   -3.175097012985E0
    1.455445544554E0   -3.266393383361E0    3.432953760405E1   5.386133076433E-1   -3.540265491146E0   -3.266907289488E0   -3.266432526220E0   -3.266394036928E0   -3.266393425773E0   -3.266393385808E0
    1.456545654565E0   -3.357332360329E0    3.422168119315E1   3.985686497779E-1   -3.623658687106E0   -3.357644000054E0   -3.357371706208E0   -3.357333282661E0   -3.357332376094E0   -3.357332360412E0
    1.457645764576E0   -3.447915004974E0    3.411388113533E1   2.589381182692E-1   -3.706710328472E0   -3.448032280494E0   -3.447954277479E0   -3.447916193908E0   -3.447915005505E0   -3.447915006415E0
    1.458745874587E0   -3.538142380072E0    3.400613756636E1   1.197227110121E-1   -3.789423391133E0   -3.538073614148E0   -3.538181303879E0   -3.538143816391E0   -3.538142387494E0   -3.538142384121E0
    1.459845984598E0   -3.628015545506E0    3.389845062203E1  -1.907657409856E-2   -3.871800850981E0   -3.627769227126E0   -3.628053849257E0   -3.628017195831E0   -3.628015575871E0   -3.628015550045E0
    1.460946094609E0   -3.717535558267E0    3.379082043814E1  -1.574587391680E-1   -3.953845683906E0   -3.717119988606E0   -3.717572977460E0   -3.717537377949E0   -3.717535616096E0   -3.717535560687E0
    1.462046204620E0   -3.806703472467E0    3.368324715048E1  -2.954227863014E-1   -4.035560865799E0   -3.806126741474E0   -3.806739752335E0   -3.806705408467E0   -3.806703553601E0   -3.806703472550E0
    1.463146314631E0   -3.895520339344E0    3.357573089484E1  -4.329677176038E-1   -4.116949372550E0   -3.894790328617E0   -3.895555237729E0   -3.895522333106E0   -3.895520433818E0   -3.895520340760E0
    1.464246424642E0   -3.983987207270E0    3.346827180700E1  -5.700925351805E-1   -4.198014180050E0   -3.983111592920E0   -3.984020497490E0   -3.983989197587E0   -3.983987302177E0   -3.983987211262E0
    1.465346534653E0   -4.072105121759E0    3.336087002277E1  -7.067962411366E-1   -4.278758264189E0   -4.071091377272E0   -4.072136595465E0   -4.072107047631E0   -4.072105204110E0   -4.072105126240E0
    1.466446644664E0   -4.159875125473E0    3.325352567792E1  -8.430778375773E-1   -4.359184600859E0   -4.158730524557E0   -4.159904595500E0   -4.159876928959E0   -4.159875185049E0   -4.159875127868E0
    1.467546754675E0   -4.247298258232E0    3.314623890826E1  -9.789363266077E-1   -4.439296165949E0   -4.246029877663E0   -4.247325561445E0   -4.247299887293E0   -4.247298290424E0   -4.247298258316E0
    1.468646864686E0   -4.334375557019E0    3.303900984956E1   -1.114370710333E0   -4.519095935350E0   -4.332990279475E0   -4.334400557144E0   -4.334376968355E0   -4.334375565669E0   -4.334375558412E0
    1.469746974697E0   -4.421108055989E0    3.293183863762E1   -1.249379990858E0   -4.598586884953E0   -4.419612572881E0   -4.421130646447E0   -4.421109217864E0   -4.421108056196E0   -4.421108059926E0
    1.470847084708E0   -4.507496786476E0    3.282472540824E1   -1.383963170289E0   -4.677771990649E0   -4.505897600768E0   -4.507516893200E0   -4.507497681543E0   -4.507496799907E0   -4.507496790901E0
    1.471947194719E0   -4.593542776999E0    3.271767029720E1   -1.518119250730E0   -4.756654228328E0   -4.591846206020E0   -4.593560361251E0   -4.593543405113E0   -4.593542815287E0   -4.593542779368E0
    1.473047304730E0   -4.679247053272E0    3.261067344029E1   -1.651847234287E0   -4.835236573880E0   -4.677459231526E0   -4.679262114447E0   -4.679247434294E0   -4.679247117729E0   -4.679247053356E0
    1.474147414741E0   -4.764610638209E0    3.250373497330E1   -1.785146123064E0   -4.913522003197E0   -4.762737520171E0   -4.764623216634E0   -4.764610814809E0   -4.764610722629E0   -4.764610639578E0
    1.475247524752E0   -4.849634551934E0    3.239685503203E1   -1.918014919167E0   -4.991513492168E0   -4.847681914841E0   -4.849644731661E0   -4.849634592379E0   -4.849634645379E0   -4.849634555815E0
    1.476347634763E0   -4.934319811785E0    3.229003375226E1   -2.050452624701E0   -5.069214016686E0   -4.932293258425E0   -4.934327723375E0   -4.934319812575E0   -4.934319901373E0   -4.934319816154E0
    1.477447744774E0   -5.018667432324E0    3.218327126979E1   -2.182458241772E0   -5.146626552639E0   -5.016572393806E0   -5.018673255623E0   -5.018667501435E0   -5.018667506005E0   -5.018667434668E0
    1.478547854785E0   -5.102678425344E0    3.207656772040E1   -2.314030772484E0   -5.223754075919E0   -5.100520163874E0   -5.102682392252E0   -5.102678646147E0   -5.102678474669E0   -5.102678425429E0
    1.479647964796E0   -5.186353799873E0    3.196992323988E1   -2.445169218942E0   -5.300599562416E0   -5.184137411513E0   -5.186356197110E0   -5.186354229307E0   -5.186353822759E0   -5.186353801219E0
    1.480748074807E0   -5.269694562186E0    3.186333796403E1   -2.575872583252E0   -5.377165988022E0   -5.267424979610E0   -5.269695734043E0   -5.269695233513E0   -5.269694565668E0   -5.269694566014E0
    1.481848184818E0   -5.352701715810E0    3.175681202864E1   -2.706139867519E0   -5.453456328626E0   -5.350383711052E0   -5.352702066899E0   -5.352702641360E0   -5.352701718261E0   -5.352701720124E0
    1.482948294829E0   -5.435376261531E0    3.165034556950E1   -2.835970073848E0   -5.529473560119E0   -5.433014448726E0   -5.435376259526E0   -5.435377435446E0   -5.435376281833E0   -5.435376263849E0
    1.484048404840E0   -5.517719197401E0    3.154393872239E1   -2.965362204345E0   -5.605220658391E0   -5.515318035517E0   -5.517719352464E0   -5.517720598367E0   -5.517719243265E0   -5.517719197487E0
    1.485148514851E0   -5.599731518745E0    3.143759162311E1   -3.094315261113E0   -5.680700599334E0   -5.597295314312E0   -5.599732298330E0   -5.599733112720E0   -5.599731588745E0   -5.599731520068E0
    1.486248624862E0   -5.681414218171E0    3.133130440745E1   -3.222828246259E0   -5.755916358838E0   -5.678947127998E0   -5.681416029007E0   -5.681415961102E0   -5.681414304461E0   -5.681414221945E0
    1.487348734873E0   -5.762768285574E0    3.122507721120E1   -3.350900161888E0   -5.830870912794E0   -5.760274319461E0   -5.762771476381E0   -5.762770126110E0   -5.762768376598E0   -5.762768289833E0
    1.488448844884E0   -5.843794708143E0    3.111891017015E1   -3.478530010105E0   -5.905567237092E0   -5.841277731588E0   -5.843799572336E0   -5.843796590339E0   -5.843794791344E0   -5.843794710436E0
    1.489548954895E0   -5.924494470370E0    3.101280342009E1   -3.605716793015E0   -5.980008307622E0   -5.921958207264E0   -5.924501248757E0   -5.924496336388E0   -5.924494534886E0   -5.924494470457E0
    1.490649064906E0   -6.004868554056E0    3.090675709681E1   -3.732459512723E0   -6.054197100276E0   -6.002316589378E0   -6.004877437528E0   -6.004870346852E0   -6.004868593411E0   -6.004868555357E0
    1.491749174917E0   -6.084917938320E0    3.080077133611E1   -3.858757171334E0   -6.128136590944E0   -6.082353720814E0   -6.084929070534E0   -6.084919604329E0   -6.084917953107E0   -6.084917942041E0
    1.492849284928E0   -6.164643599602E0    3.069484627376E1   -3.984608770954E0   -6.201829755516E0   -6.162070444460E0   -6.164657079659E0   -6.164645091415E0   -6.164643600160E0   -6.164643603808E0
    1.493949394939E0   -6.244046511674E0    3.058898204556E1   -4.110013313687E0   -6.275279569884E0   -6.241467603202E0   -6.244062396788E0   -6.244047790706E0   -6.244046518280E0   -6.244046513943E0
    1.495049504950E0   -6.323127645645E0    3.048317878731E1   -4.234969801640E0   -6.348489009937E0   -6.320546039927E0   -6.323145953805E0   -6.323128684800E0   -6.323127673215E0   -6.323127645732E0
    1.496149614961E0   -6.401887969967E0    3.037743663479E1   -4.359477236916E0   -6.421461051567E0   -6.399306597521E0   -6.401908682595E0   -6.401888756293E0   -6.401888022788E0   -6.401887971246E0
    1.497249724972E0   -6.480328450447E0    3.027175572380E1   -4.483534621622E0   -6.494198670664E0   -6.477750118870E0   -6.480351515043E0   -6.480328987783E0   -6.480328524787E0   -6.480328454115E0
    1.498349834983E0   -6.558450050246E0    3.016613619012E1   -4.607140957862E0   -6.566704843119E0   -6.555877446861E0   -6.558475383033E0   -6.558450361865E0   -6.558450137000E0   -6.558450054398E0
    1.499449944994E0   -6.636253729893E0    3.006057816955E1   -4.730295247741E0   -6.638982544821E0   -6.633689424380E0   -6.636281218450E0   -6.636253861136E0   -6.636253817217E0   -6.636253732137E0
    1.500550055006E0   -6.713740447290E0    2.995508179787E1   -4.852996493365E0   -6.711034694526E0   -6.711186894315E0   -6.713769953178E0   -6.713740468193E0   -6.713740523226E0   -6.713740447378E0
    1.501650165017E0   -6.790911157715E0    2.984964721087E1   -4.975243696839E0   -6.782862896852E0   -6.788370699550E0   -6.790942519102E0   -6.790911164639E0   -6.790911212815E0   -6.790911158971E0
    1.502750275028E0   -6.867766813834E0    2.974427454436E1   -5.097035860268E0   -6.854467442280E0   -6.865241682974E0   -6.867799848107E0   -6.867766904917E0   -6.867766843774E0   -6.867766817451E0
    1.503850385039E0   -6.944308365707E0    2.963896393411E1   -5.218371985757E0   -6.925848564155E0   -6.941800687472E0   -6.944342872076E0   -6.944308613689E0   -6.944308373891E0   -6.944308369807E0
    1.504950495050E0   -7.020536760792E0    2.953371551591E1   -5.339251075412E0   -6.997006495824E0   -7.018048555931E0   -7.020572522895E0   -7.020537214099E0   -7.020536760942E0   -7.020536763012E0
    1.506050605061E0   -7.096452943954E0    2.942852942557E1   -5.459672131337E0   -7.067941470631E0   -7.093986131237E0   -7.096489732448E0   -7.096453629288E0   -7.096452956032E0   -7.096452944042E0
    1.507150715072E0   -7.172057857470E0    2.932340579886E1   -5.579634155637E0   -7.138653721923E0   -7.169614256277E0   -7.172095432620E0   -7.172058782401E0   -7.172057892321E0   -7.172057858706E0
    1.508250825083E0   -7.247352441041E0    2.921834477159E1   -5.699136150419E0   -7.209143483043E0   -7.244933773937E0   -7.247390555295E0   -7.247353596579E0   -7.247352499984E0   -7.247352444608E0
    1.509350935094E0   -7.322337631792E0    2.911334647953E1   -5.818177117786E0   -7.279410987339E0   -7.319945527104E0   -7.322376032357E0   -7.322338994965E0   -7.322337709200E0   -7.322337635839E0
    1.510451045105E0   -7.397014364281E0    2.900841105848E1   -5.936756059845E0   -7.349456468155E0   -7.394650358665E0   -7.397052795693E0   -7.397015900703E0   -7.397014450143E0   -7.397014366477E0
    1.511551155116E0   -7.471383570510E0    2.890353864423E1   -6.054871978700E0   -7.419280158837E0   -7.469049111505E0   -7.471421777185E0   -7.471385236934E0   -7.471383652991E0   -7.471383570599E0
    1.512651265127E0   -7.545446179925E0    2.879872937258E1   -6.172523876456E0   -7.488882292730E0   -7.543142628511E0   -7.545483908719E0   -7.545447926803E0   -7.545446247921E0   -7.545446181139E0
